order_id,date,category,brand,unit_price,quantity,discount_pct,revenue,profit,profit_margin_pct,city,channel,payment_method,customer_segment,returned,customer_rating
ORD2633,2022-01-09,Electronics,LG,54416.13,1,25,34690.28,6972.75,20.1,Kolkata,Online,EMI,Regular,0,4.4
ORD5276,2022-01-10,Beauty,Nykaa,1832.01,5,5,7396.74,1871.38,25.3,Lucknow,Online,Debit Card,Premium,0,2.9
ORD4820,2022-01-10,Electronics,Apple,20459.27,1,10,15651.34,3615.46,23.1,Jaipur,Mobile App,Cash,New,0,3.5
ORD3723,2022-01-10,Home & Kitchen,Prestige,7290.89,1,0,6197.26,1041.14,16.8,Chennai,In-Store,Cash,Regular,0,3.4
ORD3615,2022-01-10,Sports,Yonex,1583.98,1,0,1346.38,196.57,14.6,Jaipur,Online,Credit Card,Regular,0,
ORD3549,2022-01-11,Sports,Puma,4685.31,1,5,3783.39,605.34,16.0,Ahmedabad,In-Store,UPI,Regular,0,3.6
ORD1643,2022-01-11,Sports,Adidas,6444.0,1,0,5477.4,744.93,13.6,Bangalore,In-Store,UPI,New,0,
ORD3373,2022-01-12,Sports,Puma,5497.96,2,10,8411.88,1387.96,16.5,Chennai,Online,UPI,New,0,3.4
ORD4008,2022-01-12,Electronics,Sony,47426.06,1,0,40312.15,11932.4,29.6,Jaipur,Online,UPI,New,1,3.2
ORD5617,2022-01-12,Sports,Nike,837.58,1,10,640.75,174.92,27.3,Kolkata,In-Store,Credit Card,Regular,0,4.2
ORD4349,2022-01-12,Home & Kitchen,Prestige,11411.4,4,0,38798.76,7682.15,19.8,Hyderabad,Online,UPI,Premium,0,4.4
ORD5238,2022-01-12,Home & Kitchen,Usha,15870.17,3,10,36422.04,9105.51,25.0,Delhi,Online,Credit Card,New,0,
ORD3617,2022-01-12,Beauty,Lakme,2002.86,2,15,2894.13,292.31,10.1,Ahmedabad,In-Store,UPI,VIP,0,4.8
ORD1835,2022-01-12,Sports,Puma,2761.92,4,20,7512.42,1622.68,21.6,Mumbai,Online,UPI,Regular,0,
ORD5470,2022-01-12,Beauty,Dove,1694.31,1,0,1440.16,288.03,20.0,Ahmedabad,Mobile App,Debit Card,Regular,0,3.2
ORD5021,2022-01-12,Electronics,Apple,18868.67,5,0,80191.85,27345.42,34.1,Ahmedabad,In-Store,EMI,Regular,1,3.0
ORD5053,2022-01-13,Beauty,Dove,2592.66,4,10,7933.54,1681.91,21.2,Lucknow,Online,Cash,Regular,0,4.0
ORD4021,2022-01-13,Electronics,LG,73444.22,2,0,124855.17,19602.26,15.7,Pune,In-Store,Credit Card,Premium,0,4.5
ORD1294,2022-01-13,Beauty,Dove,283.39,2,0,481.76,148.86,30.9,Pune,Mobile App,UPI,New,0,
ORD2806,2022-01-13,Grocery,ITC,1459.25,2,5,2356.69,747.07,31.7,Pune,In-Store,Credit Card,Premium,0,
ORD5891,2022-01-13,Sports,Adidas,7114.8,3,5,17235.6,4550.2,26.4,Bangalore,Mobile App,Debit Card,Regular,0,3.1
ORD1805,2022-01-14,Home & Kitchen,Prestige,7706.04,1,25,4912.6,957.96,19.5,Ahmedabad,Online,Cash,Regular,0,4.6
ORD1165,2022-01-14,Home & Kitchen,Philips,16929.62,1,15,12231.65,1003.0,8.2,Jaipur,Online,UPI,Premium,1,4.1
ORD4792,2022-01-14,Clothing,H&M,1849.74,1,30,1100.6,260.84,23.7,Mumbai,Online,Debit Card,Premium,0,4.0
ORD3298,2022-01-15,Clothing,Adidas,2945.55,1,15,2128.16,408.61,19.2,Kolkata,Online,Debit Card,Regular,0,3.0
ORD4676,2022-01-15,Electronics,Samsung,46413.02,2,0,78902.13,17279.57,21.9,Delhi,In-Store,UPI,New,0,
ORD3627,2022-01-15,Sports,Nike,7970.27,2,5,12871.99,3320.97,25.8,Mumbai,In-Store,Credit Card,Regular,0,
ORD4567,2022-01-15,Sports,Decathlon,712.79,1,10,545.28,154.86,28.4,Ahmedabad,In-Store,UPI,Regular,0,3.0
ORD5939,2022-01-15,Sports,Puma,1136.77,2,25,1449.38,127.55,8.8,Pune,Online,Debit Card,Regular,0,4.6
ORD5909,2022-01-15,Sports,Decathlon,5845.95,2,0,9938.11,2106.88,21.2,Kolkata,Online,Credit Card,Premium,0,4.9
ORD3434,2022-01-16,Grocery,Britannia,833.79,1,10,637.85,105.88,16.6,Delhi,Online,EMI,Regular,0,3.6
ORD3594,2022-01-16,Beauty,Lakme,1443.83,1,20,981.8,332.83,33.9,Kolkata,Online,UPI,Regular,0,3.8
ORD2101,2022-01-16,Grocery,Britannia,146.13,3,10,335.37,77.81,23.2,Delhi,Online,Credit Card,Premium,0,2.8
ORD3733,2022-01-16,Beauty,Maybelline,2431.89,5,30,7234.87,2025.76,28.0,Bangalore,Online,Credit Card,Premium,0,2.9
ORD5248,2022-01-16,Clothing,Adidas,726.8,1,0,617.78,131.59,21.3,Pune,Mobile App,Credit Card,New,0,4.8
ORD1414,2022-01-16,Sports,Adidas,6805.07,1,10,5205.88,994.32,19.1,Jaipur,Online,UPI,Regular,0,4.0
ORD5177,2022-01-16,Clothing,H&M,2733.77,1,0,2323.7,769.14,33.1,Mumbai,In-Store,Cash,New,0,2.9
ORD1131,2022-01-17,Electronics,LG,15045.12,1,5,12148.93,2296.15,18.9,Mumbai,Online,Credit Card,Regular,0,
ORD4464,2022-01-17,Beauty,L'Oreal,512.93,5,5,2070.95,484.6,23.4,Chennai,In-Store,Debit Card,Regular,0,
ORD1022,2022-01-17,Beauty,Dove,968.2,2,25,1234.46,143.2,11.6,Delhi,Mobile App,Debit Card,Regular,0,
ORD4131,2022-01-17,Sports,Decathlon,6921.46,2,20,9413.19,1383.74,14.7,Bangalore,Online,Credit Card,New,0,
ORD1202,2022-01-18,Sports,Nike,3632.78,2,10,5558.15,672.54,12.1,Kolkata,Online,Credit Card,Regular,0,
ORD1752,2022-01-18,Home & Kitchen,Philips,9593.19,1,25,6115.66,1516.68,24.8,Bangalore,In-Store,UPI,New,0,
ORD2080,2022-01-18,Clothing,Adidas,2314.15,4,25,5901.08,1734.92,29.4,Bangalore,Mobile App,UPI,Regular,0,3.4
ORD4659,2022-01-18,Electronics,Apple,54076.57,2,25,68947.63,16616.38,24.1,Bangalore,Mobile App,Credit Card,Premium,0,4.2
ORD1340,2022-01-18,Beauty,Nykaa,2846.18,1,0,2419.25,474.17,19.6,Hyderabad,Online,Debit Card,Premium,0,3.6
ORD5171,2022-01-18,Home & Kitchen,Philips,15730.35,3,5,38106.77,8535.92,22.4,Hyderabad,Online,UPI,VIP,0,2.6
ORD3651,2022-01-19,Electronics,Samsung,72529.39,1,0,61649.98,21454.19,34.8,Delhi,Online,UPI,Regular,0,3.7
ORD2039,2022-01-19,Grocery,Nestle,492.9,1,5,398.02,54.93,13.8,Ahmedabad,Online,UPI,Regular,0,4.6
ORD3895,2022-01-19,Sports,Puma,2330.73,1,25,1485.84,264.48,17.8,Bangalore,Mobile App,UPI,Regular,0,2.7
ORD2437,2022-01-19,Home & Kitchen,Bosch,17788.59,2,10,27216.54,5443.31,20.0,Ahmedabad,In-Store,Debit Card,Regular,1,4.4
ORD5684,2022-01-19,Grocery,Nestle,451.94,4,5,1459.77,500.7,34.3,Delhi,Online,Debit Card,Premium,0,
ORD2508,2022-01-19,Sports,Puma,2541.57,5,25,8101.25,2713.92,33.5,Jaipur,Online,EMI,Regular,0,
ORD1250,2022-01-19,Home & Kitchen,Philips,13123.75,2,0,22310.38,3301.94,14.8,Hyderabad,Online,Debit Card,Regular,0,3.6
ORD1681,2022-01-20,Electronics,Xiaomi,60209.86,1,15,43501.62,5872.72,13.5,Ahmedabad,Online,Cash,New,0,3.1
ORD1264,2022-01-20,Grocery,Britannia,999.26,2,0,1698.74,414.49,24.4,Bangalore,Online,Cash,Premium,0,
ORD5955,2022-01-20,Home & Kitchen,Bosch,5859.12,2,0,9960.5,2191.31,22.0,Bangalore,Online,Debit Card,Regular,0,4.1
ORD2542,2022-01-21,Grocery,Amul,1113.11,2,15,1608.44,482.53,30.0,Pune,Mobile App,UPI,Regular,0,4.3
ORD3988,2022-01-21,Beauty,Nykaa,565.59,4,5,1826.86,407.39,22.3,Bangalore,Online,Credit Card,Premium,0,4.9
ORD3017,2022-01-22,Home & Kitchen,Usha,8992.07,5,0,38216.3,7872.56,20.6,Bangalore,Online,Credit Card,Regular,0,2.7
ORD5033,2022-01-22,Home & Kitchen,Usha,9107.3,3,0,23223.61,7779.91,33.5,Ahmedabad,Online,UPI,Premium,0,
ORD4744,2022-01-22,Electronics,Apple,68004.01,4,10,208092.27,57433.47,27.6,Pune,In-Store,Credit Card,Regular,0,4.6
ORD1693,2022-01-23,Home & Kitchen,Usha,13758.12,4,10,42099.85,12798.35,30.4,Lucknow,Online,Debit Card,Regular,0,3.8
ORD1730,2022-01-23,Beauty,L'Oreal,719.94,2,5,1162.7,166.27,14.3,Delhi,In-Store,Debit Card,Premium,0,
ORD4692,2022-01-23,Home & Kitchen,Usha,8194.07,4,15,23680.86,2510.17,10.6,Jaipur,Mobile App,Credit Card,New,0,4.1
ORD3009,2022-01-23,Beauty,Lakme,2751.1,2,0,4676.87,832.48,17.8,Kolkata,Mobile App,Credit Card,Regular,0,4.9
ORD3418,2022-01-23,Sports,Yonex,6480.59,1,25,4131.38,764.31,18.5,Kolkata,Online,Cash,Regular,0,3.8
ORD4520,2022-01-23,Grocery,ITC,376.69,1,0,320.19,90.61,28.3,Chennai,In-Store,UPI,Regular,0,
ORD4412,2022-01-23,Electronics,Xiaomi,59641.64,1,15,43091.08,13616.78,31.6,Bangalore,Mobile App,UPI,New,0,4.3
ORD3355,2022-01-23,Grocery,ITC,972.89,5,5,3928.04,491.0,12.5,Mumbai,Mobile App,Credit Card,VIP,0,
ORD3500,2022-01-23,Clothing,H&M,4824.43,1,10,3690.69,955.89,25.9,Hyderabad,In-Store,UPI,Regular,0,2.7
ORD2251,2022-01-24,Sports,Nike,681.37,1,10,521.25,100.6,19.3,Pune,Online,UPI,New,0,2.7
ORD5619,2022-01-24,Grocery,Patanjali,510.23,1,0,433.7,38.17,8.8,Jaipur,Mobile App,Debit Card,Regular,0,
ORD2122,2022-01-24,Sports,Adidas,1138.16,1,10,870.69,175.01,20.1,Chennai,In-Store,EMI,Premium,0,
ORD3490,2022-01-24,Grocery,Patanjali,550.44,2,20,748.6,171.43,22.9,Pune,In-Store,UPI,VIP,0,3.0
ORD1209,2022-01-24,Clothing,Nike,4779.18,2,15,6905.92,1899.13,27.5,Bangalore,In-Store,Debit Card,New,0,
ORD3521,2022-01-24,Home & Kitchen,Prestige,5333.01,1,10,4079.75,383.5,9.4,Mumbai,In-Store,UPI,Regular,0,
ORD2631,2022-01-24,Grocery,Patanjali,1455.04,2,0,2473.57,319.09,12.9,Pune,Mobile App,UPI,VIP,1,4.9
ORD3850,2022-01-25,Grocery,Patanjali,35.6,1,20,24.21,5.57,23.0,Kolkata,Online,Credit Card,VIP,0,4.0
ORD2595,2022-01-25,Electronics,Xiaomi,30417.77,2,5,49124.7,15670.78,31.9,Ahmedabad,Online,UPI,Regular,0,
ORD4137,2022-01-26,Grocery,Britannia,905.78,2,10,1385.84,266.08,19.2,Bangalore,In-Store,UPI,Premium,0,
ORD4265,2022-01-27,Sports,Yonex,5765.15,4,0,19601.51,2450.19,12.5,Pune,Online,UPI,New,0,3.3
ORD2969,2022-01-27,Home & Kitchen,Bosch,17020.37,4,0,57869.26,19559.81,33.8,Kolkata,Online,Debit Card,Regular,0,
ORD4251,2022-01-27,Beauty,Nykaa,783.03,1,5,632.3,205.5,32.5,Lucknow,Online,UPI,Regular,0,
ORD4036,2022-01-27,Grocery,Nestle,1443.84,1,5,1165.9,209.86,18.0,Mumbai,In-Store,UPI,Regular,0,3.9
ORD2444,2022-01-27,Electronics,Samsung,20964.05,2,15,30293.05,8633.52,28.5,Kolkata,In-Store,Cash,New,0,
ORD3362,2022-01-27,Beauty,Nykaa,2563.62,1,20,1743.26,155.15,8.9,Delhi,In-Store,Debit Card,Regular,0,
ORD4916,2022-01-28,Beauty,Lakme,714.01,4,5,2306.25,304.43,13.2,Jaipur,In-Store,Debit Card,Regular,0,2.9
ORD2275,2022-01-28,Grocery,Britannia,219.67,2,15,317.42,98.4,31.0,Kolkata,In-Store,Debit Card,VIP,0,3.1
ORD1668,2022-01-28,Beauty,Dove,2334.34,1,5,1884.98,563.61,29.9,Lucknow,Online,Credit Card,Premium,0,4.7
ORD4453,2022-01-28,Grocery,Patanjali,563.48,2,20,766.33,212.27,27.7,Hyderabad,In-Store,Debit Card,Regular,0,
ORD4303,2022-01-28,Electronics,Samsung,30459.54,2,0,51781.22,15068.34,29.1,Kolkata,Mobile App,UPI,Regular,0,3.2
ORD3325,2022-01-28,Grocery,ITC,1125.78,3,20,2296.59,728.02,31.7,Delhi,Online,Credit Card,Regular,0,4.6
ORD4651,2022-01-29,Beauty,Nykaa,1074.1,2,0,1825.97,463.8,25.4,Chennai,Online,Cash,Premium,0,
ORD4288,2022-01-29,Sports,Decathlon,5324.74,1,15,3847.12,1219.54,31.7,Jaipur,Online,UPI,Premium,0,4.6
ORD2112,2022-01-29,Home & Kitchen,Prestige,7156.46,1,0,6082.99,1551.16,25.5,Delhi,Mobile App,UPI,Regular,0,3.6
ORD2559,2022-01-29,Electronics,Sony,18828.85,1,5,15204.3,1535.63,10.1,Kolkata,Online,Cash,Regular,0,4.8
ORD4858,2022-01-29,Grocery,Amul,90.21,1,15,65.18,12.58,19.3,Jaipur,In-Store,Debit Card,New,0,2.8
ORD4625,2022-01-30,Home & Kitchen,Bajaj,15722.71,1,15,11359.66,3271.58,28.8,Jaipur,Mobile App,UPI,Regular,0,
ORD3172,2022-01-30,Home & Kitchen,Bosch,1078.44,2,0,1833.35,223.67,12.2,Bangalore,Mobile App,Credit Card,Regular,0,
ORD3213,2022-01-30,Home & Kitchen,Bajaj,17025.0,2,5,27495.38,7836.18,28.5,Mumbai,Mobile App,Credit Card,Regular,0,4.7
ORD4290,2022-01-30,Clothing,H&M,2885.64,1,5,2330.15,808.56,34.7,Mumbai,Mobile App,Credit Card,Regular,0,2.8
ORD3799,2022-01-30,Sports,Decathlon,2724.32,2,10,4168.21,1317.15,31.6,Pune,Mobile App,Cash,Premium,0,
ORD2505,2022-01-30,Grocery,ITC,22.21,1,0,18.88,1.81,9.6,Mumbai,Online,Credit Card,New,0,3.6
ORD5815,2022-01-30,Sports,Nike,1341.83,1,0,1140.56,281.72,24.7,Kolkata,Online,Cash,New,0,2.8
ORD5357,2022-01-31,Electronics,Apple,51398.99,4,0,174756.57,45786.22,26.2,Lucknow,Online,UPI,Regular,0,3.2
ORD2732,2022-01-31,Home & Kitchen,Bajaj,2013.52,1,0,1711.49,446.7,26.1,Jaipur,In-Store,UPI,Regular,0,
ORD1378,2022-01-31,Grocery,Britannia,349.38,2,0,593.95,80.18,13.5,Bangalore,Mobile App,EMI,New,0,3.6
ORD2274,2022-01-31,Electronics,LG,49160.74,5,5,198486.49,42476.11,21.4,Jaipur,In-Store,Cash,Regular,0,3.6
ORD4246,2022-01-31,Beauty,Dove,1086.31,1,20,738.69,161.03,21.8,Lucknow,Online,UPI,Premium,0,3.6
ORD3659,2022-01-31,Sports,Adidas,1849.54,1,5,1493.5,489.87,32.8,Mumbai,Mobile App,UPI,Regular,0,
ORD2309,2022-01-31,Electronics,LG,24231.93,2,30,28836.0,2970.11,10.3,Jaipur,Online,UPI,New,0,
ORD5471,2022-01-31,Grocery,Patanjali,756.69,5,0,3215.93,537.06,16.7,Chennai,Online,UPI,VIP,0,4.9
ORD3983,2022-02-01,Sports,Puma,3479.59,3,5,8429.31,944.08,11.2,Pune,Mobile App,Credit Card,New,0,4.1
ORD5440,2022-02-02,Sports,Decathlon,616.19,4,10,1885.54,350.71,18.6,Hyderabad,Online,UPI,Regular,0,
ORD2596,2022-02-02,Electronics,Xiaomi,63575.94,1,0,54039.55,14104.32,26.1,Mumbai,In-Store,Cash,Premium,0,
ORD3671,2022-02-02,Beauty,Dove,2762.29,1,5,2230.55,510.8,22.9,Mumbai,Online,Debit Card,Regular,0,3.7
ORD1166,2022-02-02,Electronics,Xiaomi,46373.27,1,10,35475.55,5463.23,15.4,Hyderabad,In-Store,Cash,Premium,0,2.8
ORD2920,2022-02-03,Sports,Nike,6310.84,1,0,5364.21,1341.05,25.0,Bangalore,In-Store,Credit Card,Premium,0,
ORD3603,2022-02-03,Sports,Nike,3021.29,3,5,7319.08,2517.76,34.4,Chennai,Online,UPI,Premium,0,4.2
ORD5532,2022-02-03,Clothing,Nike,2147.91,5,10,8215.76,2136.1,26.0,Mumbai,In-Store,Debit Card,Regular,0,4.8
ORD4570,2022-02-03,Beauty,L'Oreal,572.44,2,20,778.52,233.56,30.0,Jaipur,In-Store,Debit Card,VIP,0,4.6
ORD2005,2022-02-04,Electronics,Samsung,70080.33,2,5,113179.73,18674.66,16.5,Kolkata,Online,Debit Card,Premium,0,4.6
ORD2774,2022-02-05,Electronics,Samsung,72121.62,1,0,61303.38,19249.26,31.4,Pune,In-Store,UPI,Regular,0,3.8
ORD1689,2022-02-05,Grocery,Patanjali,721.41,1,0,613.2,199.9,32.6,Pune,Mobile App,Cash,New,0,
ORD4439,2022-02-05,Grocery,Patanjali,753.27,1,0,640.28,204.25,31.9,Pune,In-Store,EMI,Regular,0,2.9
ORD5313,2022-02-05,Grocery,Amul,645.21,1,0,548.43,58.13,10.6,Delhi,In-Store,Cash,New,0,3.3
ORD3176,2022-02-05,Clothing,H&M,1003.43,2,5,1620.54,277.11,17.1,Mumbai,Online,Credit Card,Premium,0,3.7
ORD3940,2022-02-06,Beauty,Dove,1139.56,2,5,1840.39,539.23,29.3,Pune,In-Store,Credit Card,VIP,0,
ORD1260,2022-02-06,Beauty,Lakme,1917.39,1,10,1466.8,253.76,17.3,Bangalore,In-Store,Credit Card,Regular,0,
ORD4714,2022-02-06,Sports,Decathlon,1935.5,1,5,1562.92,318.84,20.4,Mumbai,In-Store,UPI,Regular,0,
ORD3358,2022-02-08,Grocery,Patanjali,1071.28,4,15,3096.0,458.21,14.8,Jaipur,In-Store,Debit Card,New,0,4.3
ORD1395,2022-02-08,Clothing,Adidas,3521.82,3,20,7184.51,1257.29,17.5,Bangalore,In-Store,UPI,VIP,0,3.9
ORD5484,2022-02-08,Clothing,Zara,2084.49,1,5,1683.23,499.92,29.7,Lucknow,In-Store,UPI,Regular,0,3.2
ORD4183,2022-02-08,Electronics,Xiaomi,70113.28,2,10,107273.32,15018.26,14.0,Chennai,In-Store,UPI,Premium,0,4.7
ORD4223,2022-02-08,Sports,Puma,4372.54,1,0,3716.66,1018.36,27.4,Pune,In-Store,UPI,Premium,0,4.0
ORD3152,2022-02-08,Clothing,Zara,1497.22,5,15,5408.71,1211.55,22.4,Jaipur,In-Store,Debit Card,Regular,0,4.5
ORD3146,2022-02-08,Home & Kitchen,Prestige,8999.94,1,5,7267.45,639.54,8.8,Jaipur,In-Store,Debit Card,Regular,0,4.1
ORD3429,2022-02-08,Beauty,Maybelline,1118.91,2,0,1902.15,211.14,11.1,Hyderabad,In-Store,Cash,Premium,0,4.7
ORD3611,2022-02-08,Clothing,Adidas,1993.06,2,5,3218.79,872.29,27.1,Kolkata,Mobile App,UPI,Regular,0,3.9
ORD5004,2022-02-09,Electronics,Sony,70236.41,4,15,202983.22,35116.1,17.3,Ahmedabad,Mobile App,UPI,Regular,0,
ORD1262,2022-02-09,Clothing,H&M,3717.69,1,15,2686.03,641.96,23.9,Bangalore,In-Store,Debit Card,New,0,4.4
ORD1434,2022-02-09,Home & Kitchen,Bajaj,1393.13,2,0,2368.32,300.78,12.7,Mumbai,Mobile App,Cash,Regular,0,2.7
ORD1979,2022-02-10,Home & Kitchen,Bajaj,7204.66,1,0,6123.96,1102.31,18.0,Bangalore,In-Store,UPI,Regular,0,4.5
ORD5768,2022-02-10,Grocery,Patanjali,571.62,3,0,1457.63,196.78,13.5,Chennai,Online,EMI,New,0,4.6
ORD4534,2022-02-10,Clothing,Levi's,1481.99,1,5,1196.71,359.01,30.0,Chennai,In-Store,Credit Card,VIP,0,4.0
ORD2990,2022-02-10,Beauty,Nykaa,1416.57,4,10,4334.7,450.81,10.4,Bangalore,In-Store,Credit Card,Regular,0,4.1
ORD2294,2022-02-10,Beauty,Lakme,1364.14,5,10,5217.84,1012.26,19.4,Delhi,In-Store,Cash,Regular,0,4.3
ORD4376,2022-02-10,Sports,Puma,212.84,1,0,180.91,42.15,23.3,Ahmedabad,In-Store,Credit Card,New,0,3.1
ORD4786,2022-02-11,Clothing,H&M,4483.73,2,0,7622.34,1303.42,17.1,Pune,In-Store,UPI,New,0,
ORD2600,2022-02-11,Grocery,Nestle,557.74,3,5,1351.13,231.04,17.1,Mumbai,In-Store,UPI,Regular,0,3.0
ORD1841,2022-02-11,Clothing,Zara,1322.37,1,0,1124.01,310.23,27.6,Chennai,In-Store,Debit Card,VIP,0,4.3
ORD1042,2022-02-11,Sports,Nike,2060.65,1,0,1751.55,588.52,33.6,Ahmedabad,Online,Debit Card,Regular,0,2.8
ORD1112,2022-02-11,Home & Kitchen,Usha,1348.92,1,5,1089.25,307.17,28.2,Pune,Online,UPI,New,0,4.3
ORD1488,2022-02-11,Beauty,Nykaa,1805.17,5,5,7288.37,1348.35,18.5,Lucknow,In-Store,Credit Card,Premium,0,4.5
ORD4081,2022-02-11,Home & Kitchen,Philips,1886.76,2,10,2886.74,707.25,24.5,Hyderabad,In-Store,EMI,Premium,0,4.6
ORD3020,2022-02-11,Home & Kitchen,Bosch,16023.65,2,25,20430.15,5597.86,27.4,Ahmedabad,Online,UPI,Regular,0,4.3
ORD4250,2022-02-12,Beauty,Nykaa,2495.06,4,0,8483.2,2960.64,34.9,Chennai,Online,UPI,Regular,0,4.4
ORD4575,2022-02-12,Sports,Nike,4079.18,1,0,3467.3,943.11,27.2,Pune,Mobile App,Debit Card,Regular,0,3.4
ORD3126,2022-02-12,Home & Kitchen,Philips,15137.73,2,30,18013.9,5440.2,30.2,Delhi,Online,UPI,Premium,1,
ORD2778,2022-02-12,Sports,Puma,1655.27,4,0,5627.92,1086.19,19.3,Kolkata,Online,UPI,Regular,0,4.5
